# number of     number of    -1 for 
# observations  parameters  left truncated
0.578373  1    -0.406295 1.45448 1.96443 -0.50229 1.12261
3.2922  1    -1.98566 0.0068306 -1.13549 0.508067 1.48241
3.27877  1    0.17066 1.05207 0.581051 0.232356 1.61812
3.64729  1    -0.133631 -0.0204427 0.942846 0.0142446 2.72037
1.18443  1    -1.57509 0.0581599 0.00274979 -0.550465 1.57964
2.7454  1    0.578374 1.28065 -0.0962116 0.281513 1.40339
3.66675  1    -0.766074 1.87391 -0.499391 1.01142 -0.068959
0.130556  1    1.5516 -0.834079 0.262219 0.882964 1.00537
0.463854  1    0.526938 3.56735 -0.976419 0.580165 -0.0758605
1.80432  1    0.268917 -1.79858 1.51511 1.29224 1.51345
0.579156  1    -2.18131 0.842504 -0.709809 -0.0862228 -1.092
0.662952  1    0.848651 -0.972653 0.771688 -0.890168 2.08664
0.136367  1    -0.758878 1.61922 -0.831054 1.11978 0.742833
5.56314  1    -0.0499122 0.872182 0.247411 1.0948 1.22112
4.16862  1    -0.717852 0.366961 -0.962933 2.0436 -0.237666
1.85503  1    -1.22276 1.03589 0.754082 0.145963 1.14676
0.999453  1    -0.327824 -1.01594 0.0876484 0.171525 2.03889
3.00424  1    -0.371133 -1.04383 -1.20234 1.06816 1.61068
1.33477  1    -1.0207 1.44609 1.77532 -1.16638 0.861268
1.35304  1    -0.710993 1.53141 1.91955 0.422597 0.282865
1.34216  1    -0.275604 -0.284057 -1.04785 1.34708 0.781268
2.23986  1    -0.448698 0.629952 -0.570617 2.04223 0.316046
1.70152  1    -1.68346 -0.693516 -0.18986 0.726808 -0.407783
0.0307455  1    -0.836534 -0.417306 -1.16857 1.28976 0.78356
1.68051  1    -2.13631 -1.1916 1.18811 1.51338 -0.0227412
7.12395  1    -1.5725 2.49455 0.345075 -1.03468 1.70569
0.535952  1    -0.870257 -1.40054 -3.17028 1.15244 0.424788
0.686992  1    -0.918356 -1.12131 -0.474632 0.522444 0.692308
1.99316  1    0.169637 1.40293 2.02172 -0.119455 2.24228
1.79503  1    -0.746147 0.115232 -0.884126 0.660472 0.765172
0.0884463  1    -0.317687 0.887008 1.11642 1.06714 0.38522
4.71623  1    -1.84352 2.41673 -0.462975 0.656753 0.892116
0.23256  1    -0.503105 0.808346 -0.708969 0.0288452 1.03388
2.76497  1    -0.631626 3.18909 -1.38089 0.437159 0.417698
4.91326  1    -0.672628 -0.192715 -0.661873 0.741381 2.62295
0.181995  1    -0.0315924 0.963352 1.23323 1.03447 0.62759
1.38197  1    -0.695998 0.755578 2.026 0.893329 0.69946
1.10021  1    -1.41436 0.036725 0.355208 -0.51894 0.674546
0.391929  1    -0.0969671 0.479137 -1.01594 -1.02686 1.68873
0.280386  1    -0.323032 -0.849449 -0.0842791 0.552898 0.58419
0.856635  1    0.243568 1.49261 -1.39332 1.21199 0.568393
1.64426  1    -0.370976 0.0528346 1.36698 1.18679 0.579967
5.08127  1    0.405587 -0.973417 0.494808 0.692156 2.43798
0.274227  1    -0.337816 0.45467 0.160544 0.637752 0.786859
0.199565  1    -0.42696 -0.802093 -1.29079 0.898137 0.725845
0.612124  1    -2.23799 -1.87928 -0.292861 2.01495 -0.0797149
2.50998  1    -0.751796 -1.32439 0.261693 0.77934 2.16017
3.54376  1    -0.0131477 1.19679 -1.53263 1.16549 0.316927
0.76508  1    -1.47967 0.235705 0.644503 1.49617 0.30262
0.679569  1    -0.676549 -0.865892 0.396095 -0.26123 1.37419
1.26059  1    0.0115527 0.595905 0.643054 1.14824 0.928841
0.518796  1    -0.183071 -1.32048 -1.50548 1.18532 0.544204
1.43727  1    -1.25735 -0.883488 -2.11845 -1.00985 1.24254
3.70249  1    1.48215 1.88752 -0.0944659 1.89458 1.92826
1.65801  1    0.35407 1.25311 -1.13596 1.52872 1.07456
1.10012  1    -1.68621 -0.0253681 -1.01841 1.08896 0.0784554
4.21721  1    -1.5684 1.20994 -1.5211 -0.357841 1.54606
0.562518  1    -1.17871 -0.342229 -0.679728 -1.56152 1.50873
0.865281  1    -1.9851 0.792244 -0.577653 -0.765938 0.538328
0.874945  1    -1.20909 0.0692631 -0.339114 0.905896 0.742858
0.668114  1    0.773862 -0.423426 -0.214638 3.14879 1.35152
0.0361418  1    0.796914 -1.12364 -1.36481 -0.151418 2.27666
0.974203  1    0.255454 -0.593395 -0.893203 0.0509002 1.94492
0.170822  1    -0.720422 -0.37906 -1.64058 -0.256388 0.820609
0.941889  1    1.37199 0.596398 -0.912266 -0.529353 1.81459
0.0138394  1    -0.765329 -0.581106 -1.18228 0.346337 1.14848
1.37402  1    -0.984536 1.25015 1.00365 -0.466022 1.19837
6.54899  1    -0.360323 -0.530979 -0.517684 -0.419146 3.60886
1.21139  1    -0.130945 0.403588 0.159575 -0.0828363 0.683747
2.01206  1    -1.5553 1.09165 0.254818 -0.781937 1.4626
2.70632  1    -0.579005 0.200757 -0.623488 0.836643 0.243428
5.23286  1    -1.66464 0.193412 1.68066 -0.227854 1.10771
2.81162  1    0.0157483 1.27462 0.275177 1.79746 1.66081
3.06361  1    0.492447 -1.11931 0.954592 0.376674 2.66615
2.41227  1    -0.810434 -1.28423 -0.37687 1.20978 0.705956
1.76723  1    0.284226 1.92531 1.27472 1.85251 0.280433
0.861505  1    0.497151 0.294718 0.716966 -0.872508 2.27788
1.18868  1    -0.835094 -1.52661 0.86943 0.525316 1.30483
0.263426  1    0.202209 1.04057 0.342329 0.26063 1.03353
1.9535  1    -0.935313 -1.01883 0.267276 1.89092 1.07899
0.62956  1    -2.67989 0.186207 0.182857 -1.32281 1.37531
5.87392  1    0.145801 0.138847 1.18512 0.38343 3.15306
2.78295  1    -0.890508 0.896064 -0.387955 0.253097 0.767786
2.69974  1    0.753556 1.25097 -1.47666 1.05964 1.94635
2.21967  1    -0.285832 -1.0558 -0.793579 0.809946 1.09953
5.23528  1    -0.0168295 0.866282 -0.500165 0.127701 0.914158
3.00239  1    -0.824485 -0.673603 0.340222 0.697204 1.88237
3.56034  1    -0.406348 0.676562 0.915435 0.211387 0.99508
0.364467  1    0.153523 -0.71355 0.970096 1.42842 0.874219
1.63109  1    -0.722421 0.403149 0.239004 0.407287 0.393435
2.4699  1    -0.369081 0.423065 -2.50589 1.08156 1.72797
1.11659  1    0.31232 0.893588 0.335003 -0.0283913 0.867874
0.655825  1    1.09628 -0.494796 0.453147 2.34843 0.7004
1.20737  1    -1.28048 0.474454 1.14904 1.46428 0.719219
2.26448  1    -0.46893 -0.395076 -0.70469 0.554958 1.44751
0.825842  1    -0.58873 0.0307309 0.964028 1.19506 0.693916
0.653435  1    0.149232 0.863011 -0.695354 2.48182 -0.713109
0.656603  1    -0.849462 0.131352 2.15206 0.31344 0.720874
3.29759  1    0.266753 1.06143 -1.4713 0.57689 0.541077
0.789473  1    -0.117152 1.25977 0.364096 1.4751 -0.877945
0.766387  1    -0.215223 -0.96977 -0.234189 -0.49239 1.21778
1.09825  1    -0.303441 0.787107 -0.734247 0.148672 1.69068
1.54265  1    -0.33061 0.027996 1.01015 1.07514 0.160345
6.64214  1    -0.536774 0.813221 -0.432762 1.15008 1.79864
5.83995  1    -2.3518 1.29464 -0.87527 1.19551 0.0515204
5.39095  1    -0.286087 0.703384 0.158648 1.84067 1.8393
4.97156  1    -0.25508 -1.09762 -0.230361 0.905994 2.05689
1.51542  1    -0.601792 1.34528 -0.375371 -1.13275 1.66868
2.4559  1    -1.59743 0.98222 1.06884 1.83536 -0.152758
3.25012  1    0.169318 -0.436433 0.0947371 0.39981 2.23067
0.175843  1    -0.765584 1.44678 0.761548 0.901444 0.0913371
2.88868  1    -1.80462 -0.721171 2.20985 1.25588 -0.000496145
0.901172  1    -1.29641 -0.232195 0.597207 -0.646074 0.099264
0.00554954  1    -1.40751 0.0852218 -1.91562 1.83656 -0.0257879
2.62262  1    -0.133454 1.57636 -1.39483 0.6755 0.640406
0.628574  1    -0.905667 0.49055 -0.0334235 1.39265 -0.783657
0.223019  1    -0.206951 0.562388 1.4529 -0.796426 1.07682
2.77899  1    -0.824946 0.246949 1.19272 2.62901 1.06406
0.527195  1    -1.37869 1.01881 -1.69771 0.920399 0.116762
2.80998  1    1.11587 -0.668082 -0.124047 2.8134 0.563526
4.01517  1    0.448575 1.34731 0.621703 0.565486 2.00704
0.882634  1    0.321109 1.73807 0.303437 1.0916 0.443089
1.91618  1    0.589919 -0.442544 -0.89189 0.394072 1.13139
0.0669046  1    -0.611791 1.06253 -0.521389 0.775252 -0.226069
0.817534  1    -1.37489 0.827838 0.0999296 0.690299 -0.434433
5.67801  1    -1.70251 0.159275 -0.106009 1.07953 0.496714
0.269416  1    0.000484804 -0.0926973 1.4387 1.30138 1.18262
0.520311  1    0.779923 0.408641 0.357665 1.863 -0.0649126
9.38523  1    -0.849 1.40183 -0.550986 1.69095 2.6794
0.235809  1    -0.699714 -0.122853 -0.494988 -0.693683 1.07145
3.41213  1    0.7844 -0.0820239 -3.86243 2.60397 1.19718
2.36297  1    0.697546 0.753592 0.199234 0.728627 1.67414
3.74301  1    -1.08363 -0.188212 -0.322988 0.871696 0.808851
3.54815  1    -0.290535 0.898403 1.2413 0.701791 2.08535
3.80778  1    -2.25403 0.522983 -0.310074 1.02279 0.203941
0.219192  1    0.00776641 0.795935 -1.14672 1.66007 1.17984
4.83738  1    0.379637 0.493104 0.0775815 1.09356 1.46656
0.307303  1    1.15485 1.35511 -0.993129 1.47566 0.674216
1.06302  1    0.20946 0.0909593 -1.60707 -0.124362 2.07432
3.18818  1    -0.759148 -1.91927 1.25602 1.69299 1.19247
1.65775  1    -1.493 -0.0130429 -1.02218 0.449471 0.745056
5.1161  1    -1.4159 0.0684426 -2.06943 0.790251 1.72078
4.97665  1    -0.487504 1.1323 1.90378 0.536546 0.715074
2.53356  1    -0.347283 0.813964 1.03894 1.26663 1.04783
1.51276  1    -1.94425 -0.288195 2.22776 -0.694766 0.790663
0.249687  1    -0.909761 -1.11204 -0.75905 0.344872 1.39119
0.0098344  1    0.687307 -0.474518 -0.233566 0.948537 1.72842
2.35023  1    -1.08187 0.89909 0.448167 0.221568 1.86494
0.954175  1    -0.5355 -1.6772 0.311006 -1.2152 2.12024
1.42458  1    -0.2052 0.307087 1.66259 1.03692 1.18419
8.08958  1    -0.589203 2.16292 0.595327 1.38957 2.01701
2.11922  1    -1.48217 2.05282 -0.491678 1.30584 0.847919
0.423175  1    -0.419747 1.02881 -0.9969 0.0295344 0.192526
3.97123  1    -1.40536 -0.186077 1.14385 3.29761 -0.721173
0.683  1    -0.788457 1.46695 0.767421 -0.302348 1.50692
3.90418  1    0.676191 1.68627 1.19143 1.02748 1.13126
5.70747  1    -1.29873 -0.0258608 0.975706 -1.16484 2.74192
1.89149  1    -1.29247 0.98076 -0.241752 1.99746 -0.23368
2.30573  1    0.613857 -0.327179 0.699206 0.270051 2.18635
4.10222  1    -2.34713 -0.041424 -1.61787 0.437485 0.838663
4.05621  1    0.30669 2.03118 0.273645 0.258303 1.01474
1.75315  1    -0.787823 -1.09249 0.146406 1.42553 1.45479
0.177734  1    -1.12316 -0.155645 -0.346295 0.0813413 0.480093
2.56564  1    0.0362056 -0.543207 -0.293311 1.40456 1.33753
3.4286  1    -0.752352 1.34386 0.584262 0.969848 0.289931
1.81556  1    -1.77118 -0.380724 1.45774 1.5802 0.0130317
0.0993917  1    0.0347376 0.681186 -1.46246 0.247617 0.705172
1.38202  1    1.62229 -0.614944 0.547272 1.94936 1.22601
0.82208  1    -0.615877 -0.82524 -0.17735 2.4474 0.190606
0.586872  1    -0.261252 0.0451782 1.28671 -0.521837 1.51315
4.47306  1    -1.30259 1.29206 -0.536968 2.13525 0.867298
3.2989  1    -1.46713 0.751831 2.07795 1.67173 0.0856466
5.50926  1    1.39568 2.17294 -2.11999 0.938816 2.22583
1.23313  1    -0.390575 3.42174 0.162903 -0.197921 -0.103802
2.29023  1    -0.973599 -0.159296 -1.66576 0.151632 0.834602
7.03551  1    0.448403 1.89791 -0.0110897 0.381064 3.76341
2.09049  1    -1.54568 1.93036 1.51684 -0.318549 0.294653
3.86883  1    -0.847431 1.01799 0.539334 0.396393 1.29125
7.44118  1    1.27108 1.03222 1.37097 0.43987 2.93402
6.2611  1    0.785697 1.75035 -0.137336 1.10644 2.12138
2.87062  1    -1.4289 1.61507 -0.0308667 0.410139 0.0352908
3.92994  1    -0.702471 0.512422 -0.346403 0.729647 0.956882
2.12439  1    -0.0726924 1.32326 -1.14197 1.82686 0.356124
3.49447  1    -0.0790597 0.806775 -0.619837 1.83233 1.24287
0.133037  1    -1.6648 0.782803 0.0792453 -1.03182 1.09601
1.26002  1    -0.168485 1.41162 0.466538 -2.03687 1.80171
0.0855387  1    -0.324039 -0.462191 1.71966 -0.953596 1.49225
5.17471  1    0.0621014 -0.461539 -0.422959 2.4967 0.515486
0.695115  1    -0.691601 -1.07164 -0.413717 0.0711204 1.3341
2.46567  1    -0.114339 -0.854628 0.610667 0.58696 1.86605
0.5193  1    0.122257 -0.738365 -0.143458 0.905746 1.25643
2.69773  1    0.246375 0.224287 1.16928 -0.231108 1.26616
1.23793  1    0.194381 1.12035 -0.988379 1.89079 -0.113032
4.10044  1    -0.553744 -1.0304 0.414593 0.168002 1.31101
6.86586  1    -0.229589 -0.147335 0.0585807 0.950921 1.20619
0.469169  1    -1.25761 0.196003 -0.452605 0.403445 0.422724
4.64782  1    -2.21971 0.403917 -1.04922 0.708702 1.47715
2.46207  1    -0.83758 0.252699 -0.251544 0.540861 0.836559
0.824881  1    -1.09341 0.44451 -0.588128 -0.340201 1.51353
3.33173  1    -0.341878 1.11406 -0.303062 1.08754 1.34013
1.64577  1    -0.428263 -0.577806 1.88284 1.35158 0.432088
0.371285  1    -0.240513 2.11237 0.319438 1.0109 0.255921
1.51364  1    -0.254676 0.897116 0.311379 -0.43413 0.603795
0.158438  1    -0.0747895 0.599076 -0.891271 0.279041 0.792213
0.59032  1    -1.41156 1.09879 -0.703339 0.825379 0.115399
6.32801  1    -0.899929 0.0182735 -0.658215 1.74707 0.909116
0.579006  1    -0.957794 0.0181876 -1.59381 2.01147 -0.355596
2.36226  1    0.384514 0.186764 0.34336 1.0732 1.39974
1.42699  1    -0.652449 2.19841 -1.16704 1.15274 0.342737
0.300431  1    -0.437457 0.68034 0.517573 0.440942 1.51036
2.03199  1    -0.841865 -0.0573299 0.400395 2.48821 0.442278
8.32769  1    -1.99708 -1.34551 -0.458883 0.633132 2.80536
1.04044  1    -0.493946 1.04312 -0.0545186 1.1316 0.600111
6.79815  1    -2.58833 0.738474 0.298279 1.0833 -0.0474455
1.60092  1    0.132593 -0.839126 -2.128 1.5321 1.23973
0.677686  1    -1.47167 0.0612209 -2.15995 1.31276 -0.140974
0.303903  1    -0.291988 0.150642 0.299877 -0.18122 -0.0419366
5.84904  1    -0.768679 0.967145 -0.681135 0.408325 2.19354
0.0989148  1    -1.39535 1.82855 -1.57781 -0.120113 0.378732
3.63929  1    -0.837259 0.125389 -1.48851 0.0964499 2.18466
0.611367  1    -0.298675 1.22078 0.162948 -0.258116 1.45403
1.53373  1    0.541418 1.20485 0.00410958 0.911797 0.664543
2.11751  1    -0.294577 -0.284753 1.58378 1.4561 0.399159
0.0641148  1    -0.639382 -0.938329 0.809251 -1.60684 1.81776
1.77235  1    -1.46235 0.519565 1.07899 -0.843609 1.26366
2.59658  1    -0.763159 -1.5438 1.38741 1.40567 0.416742
4.87924  1    -2.77741 0.137771 1.01014 0.584863 -0.0128093
0.369106  1    -0.201281 -0.539135 -0.354378 1.43332 0.290757
2.70316  1    -1.13915 -1.01745 0.142865 -0.183241 1.91427
5.82452  1    0.812881 1.57211 1.99417 1.17032 1.53065
6.03707  1    -2.06789 -0.898954 -1.56343 1.36209 0.313512
1.88325  1    -0.524235 1.68791 -0.0953977 1.22492 1.25412
0.689136  1    -0.726065 -0.672527 1.86585 2.31007 0.556701
0.947278  1    -2.6945 0.628907 1.77653 -0.55943 0.0348821
2.10139  1    0.235377 -0.103565 -1.18588 -0.218318 1.58409
0.167287  1    -0.444248 1.06484 -0.368952 1.20101 -0.905866
7.01228  1    -1.9306 0.50263 0.167442 2.74956 0.765523
4.45355  1    -1.88329 -0.547637 0.613639 1.20927 0.499819
0.848853  1    0.310556 -0.85648 1.57376 0.169256 0.496901
0.418572  1    0.970404 0.59583 -0.555627 -1.41109 2.17116
0.81014  1    -0.0784517 0.955207 -1.22742 -0.686944 2.31872
2.54599  1    0.417832 0.320014 0.417444 0.197683 1.16038
2.86387  1    -1.04002 -0.759517 0.456572 0.376613 0.918599
0.19458  1    -1.82998 0.424395 1.04921 0.424255 -0.11337
0.100816  1    -0.726333 1.0402 -0.348473 0.142254 0.119406
0.502487  1    -0.73593 -1.22383 -0.178835 0.675158 0.563283
1.77701  1    0.0837168 -0.740511 0.278667 -0.309919 2.38976
4.26441  1    -0.648608 -0.266542 1.78714 0.35338 1.49811
1.17542  1    -0.370432 -0.670557 0.315627 0.311749 0.99805
2.78209  1    -0.631266 0.323633 1.81374 -0.519936 1.4739
5.3168  1    0.0878135 -0.351632 0.45405 1.26582 1.53165
9.27137  1    -2.79454 -0.112316 1.17215 0.731727 1.45449
1.164  1    -0.157473 -1.11941 1.04558 1.59316 0.196561
0.0319224  1    -1.66058 1.01499 0.807049 -0.953588 0.412989
5.72653  1    -0.262541 1.51929 -0.0894285 2.04858 1.79672
5.00135  1    -1.41015 0.193931 -3.11213 0.0411735 2.28603
1.98711  1    -0.655616 2.74258 -0.460239 0.348364 0.665967
0.55696  1    0.672931 0.426292 0.768495 -1.65083 2.24507
0.879816  1    -2.23685 -0.800552 -0.763244 0.598891 -0.381793
0.847591  1    -2.47054 -1.84775 0.299562 1.7907 0.436115
0.439928  1    0.449226 1.07469 0.25709 1.02809 -0.287883
0.291745  1    0.52526 0.33365 0.628497 0.787847 0.860967
0.485756  1    -0.106105 1.24749 0.125838 0.489211 1.4334
4.87326  1    -0.968334 0.0602468 -0.36042 0.19986 1.71358
0.620161  1    -2.24991 0.295578 0.116185 0.602221 -0.500239
3.1183  1    0.276642 0.00880167 -0.929577 0.146438 2.89098
0.126935  1    0.569565 -0.850894 1.03728 0.635335 1.59713
0.783612  1    -0.371984 1.34951 0.109091 1.24405 0.435
4.73571  1    0.224034 1.74051 -1.55761 -0.715418 2.71677
1.19434  1    0.128899 1.66309 -0.972034 0.464581 0.658602
2.93825  1    -0.172045 1.08427 0.16127 1.56506 0.854484
2.15448  1    0.711579 -0.650805 -0.226283 0.207406 2.94838
2.39959  1    1.18131 0.0556564 -1.51514 0.806047 1.86249
9.86148  1    -1.31338 -1.35631 0.140288 3.03721 2.293
1.683  1    -0.175468 3.0473 0.53074 -0.292232 0.822716
0.0613578  1    -0.826068 1.12044 0.300438 0.163422 1.11248
1.86944  1    0.990633 0.791859 1.00472 2.52735 0.700709
1.8281  1    -0.460453 -1.30886 -0.800371 0.329581 1.16407
0.710505  1    -0.992046 0.205926 -0.490332 -0.372568 1.34207
4.5151  1    -0.447115 -0.423013 0.0517356 2.0049 2.03059
3.90024  1    -0.992369 0.319097 -2.42086 0.322626 1.58053
1.4628  1    -2.10845 1.30844 0.591974 -1.59618 0.877023
2.0062  1    -2.24737 1.43095 0.82201 1.56364 0.264336
5.04999  1    -0.480626 -0.828492 0.326243 1.465 1.09346
5.68457  1    -0.26036 1.82318 -2.20359 -0.986051 2.42513
10.2141  1    -1.73022 0.591229 0.995654 1.30691 0.852084
1.88296  1    -0.191821 0.0114764 -2.08422 1.02887 0.902184
6.37726  1    0.0894181 0.308165 0.726912 1.82634 1.57986
0.330223  1    0.618419 -1.32134 -0.545091 1.38501 1.36244
1.48323  1    -1.24458 -2.28397 -1.18192 0.202806 1.30026
4.93713  1    0.540445 1.58034 0.463268 1.57132 0.408084
4.43246  1    -1.2402 0.0604045 1.2311 0.860435 1.93814
0.218414  1    -0.843437 -0.605486 0.200605 1.32161 0.379727
1.27458  1    0.162405 1.84698 -0.121192 0.547058 1.0276
0.34435  1    1.1402 1.49038 0.119752 0.913463 1.14728
0.570021  1    -0.0248968 0.876933 -1.91185 1.40839 0.0216247
10.0059  1    -1.56698 -0.101596 -0.905502 1.09734 2.50737
1.40942  1    -0.393604 1.17892 -0.437037 -0.323815 1.20452
0.358152  1    0.5728 1.82996 -1.62433 1.39776 0.369939
2.71479  1    -1.10947 2.16947 -0.504056 2.0575 0.322635
1.27672  1    -0.867261 -0.43678 -0.0103023 -0.120274 1.27465
0.675452  1    1.23171 1.55531 -0.238755 -0.171575 1.9845
1.24343  1    -0.130916 0.0423858 0.13941 -0.0128238 1.31104
0.114135  1    -0.522668 0.356425 -0.758473 0.0676775 1.13448
4.07508  1    -0.699511 2.06757 -0.133253 2.16379 0.31539
2.2848  1    -0.711411 -0.531298 -1.68109 -1.24297 1.48563
2.94271  1    0.850775 1.50916 -0.576573 -0.0501828 2.16096
1.03885  1    0.0784599 -1.2176 -0.470832 0.273624 0.427912
2.80917  1    -1.38586 0.70771 1.1814 1.54696 0.0708133
0.526764  1    0.258712 -0.183055 -1.16649 -1.34533 1.30613
0.719238  1    0.0182815 0.617167 1.09207 0.900635 0.62497
0.526347  1    -0.848474 1.93777 -0.117374 0.261709 0.674008
1.3199  1    0.302746 -0.390781 -0.864762 1.18846 0.703616
1.34592  1    -2.19656 -0.0345273 0.192794 -1.67453 0.587086
3.86578  1    0.025767 2.34808 -1.71898 -0.418174 1.37217
6.81129  1    -2.05686 0.627691 0.415536 1.4734 -0.0420695
1.26376  1    0.570811 -0.213072 -0.545668 1.00022 -0.0299253
0.315061  1    -0.25091 0.97087 -1.36983 0.289345 0.149229
0.939601  1    -1.26294 0.79843 0.936853 -0.752155 0.679841
5.03439  1    -0.923447 1.00137 0.00632543 1.64465 1.02188
8.62174  1    -1.76902 -0.0751728 -1.71664 -0.625754 2.64954
6.03883  1    -1.0791 -1.15127 -0.636971 1.53962 1.18604
1.66615  1    -0.81439 1.45997 0.886674 0.128124 -0.506413
0.799964  1    -0.0290668 -0.193869 0.698462 3.11122 0.680752
5.18721  1    -0.0724449 -0.197479 -0.928772 1.58941 2.32066
6.93159  1    0.665643 -0.547659 0.128425 1.24052 2.60907
0.327144  1    -0.792784 1.20846 -1.74684 0.164274 -0.465276
1.9667  1    -0.929963 0.973215 0.477355 0.4332 1.3778
0.728425  1    -1.5686 0.409716 -2.12377 -1.9311 1.37088
1.82844  1    -0.990315 0.77959 0.759078 3.79768e-05 0.819856
1.16968  1    -1.17296 1.11209 -0.178845 0.593157 0.661614
1.71403  1    0.763938 0.212994 -0.366439 2.34342 -0.378901
0.194643  1    0.132754 -2.85273 -2.63315 1.32183 0.733492
0.070263  1    -1.2936 1.79227 -1.28075 -0.462159 0.00798244
0.227956  1    -1.79339 0.678752 0.599514 -0.421883 0.144784
0.263524  1    -1.10103 -0.813538 1.49149 0.483275 -0.0458115
2.0645  1    -1.75495 -0.0841837 2.16681 1.61831 1.2748
1.93625  1    -0.807996 0.175013 -0.175827 -0.423984 0.713012
4.1201  1    -0.838459 -0.67592 -1.24436 1.29541 2.34616
3.20924  1    -0.652435 1.00714 0.0467081 0.6593 1.77909
2.92446  1    -0.681511 -0.0884718 -0.899036 1.52217 0.191086
3.90999  1    0.323732 0.392483 -1.05849 1.5947 1.38464
4.1788  1    -1.49651 -0.246787 -0.873951 1.60424 0.631276
1.20539  1    -0.0642085 2.56548 -1.34935 -0.552516 1.57726
6.71262  1    -1.09693 0.684843 0.0640783 1.23515 1.89821
0.0442276  1    -0.203394 1.64666 -0.477808 -0.268722 1.42206
1.82158  1    0.101999 0.604516 -0.672401 1.34532 1.0372
4.34624  1    0.0770458 1.46061 -0.153635 1.58639 1.29351
0.338574  1    2.0372 -0.163506 -1.69201 -0.515797 1.99068
1.87105  1    -0.391016 -0.0964883 0.686829 0.894707 1.33095
3.09407  1    -0.96715 -0.376252 0.993122 1.63728 0.410533
2.4904  1    -1.28053 -0.0972716 0.83604 1.68485 0.347741
1.57068  1    -0.550722 0.441896 1.94621 -0.479946 2.47261
2.7518  1    -1.03318 0.563691 0.688203 0.0664744 0.361219
2.42725  1    -0.10726 0.317378 0.988754 1.33953 0.321099
1.30751  1    -1.93789 0.287456 2.3352 1.72601 -0.0257879
5.92119  1    -1.64329 0.414816 0.0732227 1.39023 0.595345
2.79759  1    -0.513378 0.352582 0.105384 0.692421 1.22877
2.59748  1    -0.709796 -0.34007 -0.174826 0.516166 0.949931
0.412421  1    -0.971845 0.805415 0.468987 0.255029 1.08627
0.141506  1    0.551105 1.74018 1.07692 0.858119 1.25647
1.71257  1    -1.41717 0.0232185 0.216566 0.776861 0.539852
2.51724  1    -1.48248 -2.25861 -0.893674 1.09165 0.837537
9.93593  1    -2.27881 1.80571 0.312673 1.35641 0.772147
2.61834  1    -2.04459 -0.452764 -0.444002 0.96847 -0.167392
4.82733  1    -0.88229 -0.503284 1.28578 1.26112 2.77085
0.132792  1    0.3478 -0.745938 -1.96192 1.59573 0.839631
0.627799  1    -1.29159 0.793364 -1.41283 1.22409 0.182608
1.12248  1    -0.102485 0.861248 -1.58133 1.25095 -0.448168
1.17878  1    0.0578413 -0.0858329 -0.874419 0.893569 1.00769
0.895699  1    -1.32826 2.01358 -0.577198 -0.975393 1.46075
6.73868  1    0.254061 -0.816819 0.586513 2.24359 0.895852
2.99085  1    -0.634651 -0.745587 -0.575003 0.353969 1.49767
4.50506  1    -0.887723 -0.0988019 -0.345286 -1.03452 2.69642
0.0374219  1    -0.125795 0.692569 1.37544 0.707942 0.917189
0.558045  1    -0.107326 0.390116 -0.557539 -1.08002 1.46314
4.39909  1    -0.843488 1.92619 1.94678 2.16563 0.176308
1.32795  1    -1.70595 0.0305267 0.809928 1.43894 0.0862476
2.74632  1    -2.22862 -0.638915 -0.445427 0.487784 0.62378
2.67892  1    -0.323936 1.0904 1.24307 1.02809 0.858901
4.71977  1    -2.15167 1.332 0.822492 2.51142 -0.324748
0.278313  1    -1.09317 0.930925 -0.0517448 1.81447 -0.195643
1.97237  1    -0.485591 -1.02502 -1.43818 1.34132 1.39749
3.40125  1    -0.340947 2.04891 0.833591 -0.130312 1.62828
1.81286  1    -0.93735 -0.0991138 0.165224 -0.196145 0.621786
1.19328  1    0.142509 -0.992834 0.832698 1.51389 1.75186
2.47628  1    -1.00088 -1.3 -0.43388 0.403664 1.63002
1.57997  1    -0.776859 -1.79586 -0.616845 0.428489 1.80452
0.115499  1    0.418726 0.786343 -0.439188 -0.505153 0.61147
1.14775  1    -1.93681 -0.255334 -0.367909 -0.445122 0.677053
1.34882  1    -0.278139 0.872042 -2.22692 0.584606 1.2669
3.82957  1    0.477693 -0.245175 0.794922 -0.361798 2.82679
0.800599  1    0.70899 0.193572 -0.361193 0.804659 1.7961
3.85926  1    -1.31389 -0.455175 1.1845 -0.14796 1.2446
0.5552  1    -1.20672 -1.95932 0.759029 1.41219 0.718223
1.24848  1    -0.928246 -0.84104 0.968429 0.569359 1.1283
1.92772  1    -0.729982 0.307552 -1.78808 1.53945 -0.326733
0.297162  1    -1.23183 0.855286 -0.707143 1.1841 0.215872
0.193173  1    -1.62778 -0.517026 1.36678 0.654803 -0.96504
1.07478  1    0.607981 -0.426758 0.350293 2.17621 0.741724
9.23786  1    -0.299158 1.71649 -1.18831 2.30904 1.22091
1.26784  1    0.32171 1.67424 1.11325 0.430227 1.04286
2.22962  1    1.20295 -1.45331 -0.333089 1.30555 2.13894
0.880384  1    -0.0139121 0.994546 0.461112 0.458087 0.979552
2.41201  1    0.384844 -2.03018 1.21433 1.58655 2.35711
0.864905  1    -0.726417 -0.53508 -1.1312 0.0523774 0.98611
0.192106  1    -0.413063 -0.922799 -0.89934 -0.205921 0.884229
